name,type,aggregatable,description,raw / calculated
message_count,long,true,Messages(comments) made on the bug.,Data Source / Parsed
metadata__enriched_on,date,true,Date when the item was enriched.,GrimoireLab
metadata__gelk_backend_name,keyword,true,Name of the backend used to enrich information.,GrimoireLab
metadata__gelk_version,keyword,true,Version of the backend used to enrich information.,GrimoireLab
metadata__timestamp,date,true,Date when the item was stored in RAW index.,GrimoireLab
metadata__updated_on,date,true,Date when the item was updated in its original data source.,GrimoireLab
origin,keyword,true,Original URL where the room was retrieved from.,Data Source / Parsed
owner_data_bot,boolean,true,True if the given author is identified as a bot.,GrimoireLab / SortingHat
owner_data_domain,keyword,true,Owner domain from Email.,GrimoireLab / SortingHat
owner_data_gender,keyword,true,Owner gender.,GrimoireLab / SortingHat
owner_data_gender_acc,long,true,Owner gender accuracy (disabled by default).,GrimoireLab / SortingHat
owner_data_id,keyword,true,Owner Id from SortingHat.,GrimoireLab / SortingHat
owner_data_name,keyword,true,Owner name.,GrimoireLab / SortingHat
owner_data_org_name,keyword,true,Owner organization name from SortingHat profile.,GrimoireLab / SortingHat
owner_data_multi_org_names,keyword,true,List of the assignee organizations from SortingHat profile.,GrimoireLab / SortingHat
owner_data_user_name,keyword,true,Owner username for the platform,GrimoireLab / SortingHat
owner_data_uuid,keyword,true,Owner UUID from SortingHat.,GrimoireLab / SortingHat
private,boolean,true,True if bug is private.,Data Source / Parsed
project,keyword,true,Project.,GrimoireLab / projects.json
project_1,keyword,true,Project (if more than one level is allowed in project hierarchy),GrimoireLab / projects.json
reopened,boolean,true,True if the bug was reopened.,Data Source / Parsed
security_related,boolean,true,True if the bug is security related.,Data Source / Parsed
status,keyword,true,Current status of the bug.,Data Source / Parsed
tag,keyword,true,Perceval tag.,Data Source / Parsed
tags,list,true,Tags the bug was marked with.,Data Source / Parsed
time_assigned_to_closed,float,true,Time difference from bug created to bug closed (in days).,Data Source / Parsed
time_created_to_assigned,date,true,Time difference from bug created to bug assigned (in days).,Data Source / Parsed
time_open_days,float,true,"Time difference from bug created to bug closed for closed bugs, time created to now for open bugs(in days).""",Data Source / Parsed
time_to_close_days,float,true,Time difference from bug created to bug closed (in days).,Data Source / Parsed
time_to_confirm,float,true,Time difference from bug created to bug confirmed (in days).,Data Source / Parsed
time_to_first_attention,float,true,Time difference from bug created to first activity in bug (in days).,Data Source / Parsed
time_to_fix_commit,float,true,Time difference from bug created to fix commit for the bug (in days).,Data Source / Parsed
time_to_last_update_days,float,true,Time difference from bug last updated to now (in days).,Data Source / Parsed
time_worked_on,float,true,Time difference from bug marked in progress to fix committed (in days).,Data Source / Parsed
time_created_to_last_update_days,float,true,Time difference from bug creation to the most recent activity.,Data Source / Parsed
title,keyword,true,Title of the bug.,Data Source / Parsed
user_joined,date,true,Date the bug submitter joined the platform.,GrimoireLab / SortingHat
user_karma,long,true,Bug submitter karma.,GrimoireLab / SortingHat
user_login,keyword,true,Bug submitter username.,GrimoireLab / SortingHat
user_name,keyword,true,Bug submitter real name.,GrimoireLab / SortingHat
user_time_zone,keyword,true,Bug submitter region.,GrimoireLab / SortingHat
users_affected_count,long,true,Count of users affected by the bug.,Data Source / Parsed
uuid,keyword,true,Perceval UUID.,Data Source / Parsed
web_link,keyword,true,URL for the bug.,Data Source / Parsed
